synthetic_plant_0	7
-0.4598692 0.0899266 0.02735668
-0.139998 -0.1966789 0.2261631
0.4326001 -0.01995549 -0.04793951
0.1351159 0.1081353 0.1497587
0.03708339 -0.1751409 -0.0288353
-0.3273525 -0.1631049 0.2987641
0.1592866 -0.318751 0.02426463
0.1162829 0.05664659 0.3767696
0.1944355 -0.1582644 0.04549062
0.2631255 -0.1430322 0.08467859
0.0337072 0.01706249 0.4165047
0.1072448 0.09441894 -0.1404874
synthetic_plant_30	14
0.05510384 0.03269535 -0.1150637
-0.05247691 0.04446352 0.455522
0.01119894 -0.3858822 0.2759376
-0.05868921 -0.02007964 -0.4279784
-0.3997457 0.1269835 -0.173758
-0.1900574 -0.181545 0.3869224
-0.2673077 -0.3234533 0.2180727
0.3149264 0.2815454 -0.04478654
-0.3829318 0.06098121 0.2051447
0.4200583 0.1914216 -0.1514969
-0.05661321 -0.04580033 0.3615801
0.2216194 -0.2743467 0.2710441
-0.2428309 0.2978299 0.2016403
0.3347329 0.1062075 -0.1887434
synthetic_plant_31	5
-0.3785771 -0.1664801 0.2627615
-0.007845491 0.1039932 -0.2655408
0.03352445 0.0003808737 0.2695057
-0.04946867 -0.05430084 0.351424
-0.03457585 -0.07456726 -0.4898192
synthetic_plant_32	10
-0.05546287 -0.2119043 -0.2825265
-0.07262063 -0.2168619 -0.2748653
0.07103962 -0.4037455 -0.1791448
0.4717434 -0.05137506 -0.04482752
0.0725621 0.08236146 -0.2897192
0.04542297 0.3344617 -0.3148196
0.1293196 -0.3416264 -0.1043217
0.1135149 0.01620984 0.08015311
-0.4256758 -0.04786882 0.1734667
-0.03142154 -0.1912138 -0.188919
synthetic_plant_33	7
0.2326139 -0.2563227 0.3203955
-0.3213321 -0.07934186 -0.254071
-0.007586569 -0.3401251 -0.1054616
-0.05703497 0.2663949 0.3317255
-0.1033338 0.1203226 -0.4064899
0.0720675 -0.2887397 0.1288373
0.04588062 0.3827344 0.2001929
synthetic_plant_34	14
0.05646354 0.04020399 -0.4858186
0.2596672 0.03265631 -0.1428424
-0.0811936 0.01269841 0.3025228
0.129869 0.08211333 0.0548085
0.3937663 -0.1964247 -0.2285676
-0.08391058 -0.4732854 0.01948071
0.003556669 0.191387 0.3365275
0.2317465 0.2426983 0.2481813
-0.01425943 0.2734495 0.2837855
-0.0555293 -0.2638052 -0.4122909
0.182085 -0.2255293 0.356407
0.1670585 0.2450841 0.1973903
-0.06215948 -0.2609341 0.04265368
-0.1858765 0.09935081 -0.1458808
synthetic_plant_35	6
0.3154297 -0.1161888 -0.3187662
0.1002877 -0.2299831 0.067958
0.3907131 0.03156269 0.06671476
-0.03270507 0.308569 0.1776896
-0.07612336 0.02555561 0.3125849
0.00532639 0.04487568 -0.4681548
synthetic_plant_36	5
0.213661 -0.1099323 -0.07745802
0.007424057 0.08605742 0.2879502
0.2709036 0.1657192 0.3060791
-0.07818466 -0.1416903 0.1189036
0.04885185 0.1938639 -0.1255727
synthetic_plant_37	12
-0.172533 -0.1214814 0.2346568
-0.1370241 -0.2652883 -0.01208875
0.1373401 -0.3104702 0.1447475
0.4018186 0.1336664 0.1462909
-0.2075095 -0.2647852 0.04734135
-0.2615433 0.3038068 -0.07983279
0.06952709 0.02898908 0.4809147
0.07989782 0.2948068 0.1656535
0.02764547 -0.02026919 0.4852319
-0.2899914 -0.07576501 -0.06083861
0.2209421 -0.1988066 0.2768806
-0.4747291 -0.04598007 0.04492915
synthetic_plant_38	8
0.04608274 0.4340434 -0.092186
0.2610486 0.2777895 0.2135757
-0.1053302 0.3813217 -0.08490708
-0.2137649 0.222862 -0.2470404
-0.2860817 0.04654145 -0.08443817
0.1555927 -0.1046212 0.1237825
0.230276 0.3274029 -0.03198987
0.4603577 0.01352489 0.1226379
synthetic_plant_39	12
0.1417958 -0.04096776 0.2661641
0.3616589 0.09318304 -0.07351899
0.2247244 0.2526096 0.283187
0.1105299 -0.3009731 -0.23221
0.3231598 0.04788911 -0.05721667
0.03117996 -0.1272134 -0.2554573
0.3241332 -0.1730242 0.1570466
-0.1951398 0.1487911 -0.1034086
-0.01963395 -0.4201564 -0.1110384
-0.1347068 -0.4121009 0.2360488
0.08749187 -0.02076542 0.1606959
-0.2374532 -0.1874936 -0.1925259
synthetic_plant_40	15
0.2819747 0.0827443 0.3657537
-0.3736638 -0.187414 0.08765417
-0.2910047 0.2709345 0.1947536
0.09710515 0.01476538 0.1152518
-0.2376378 -0.03587714 0.2627047
-0.01217911 0.2020946 -0.1349405
-0.1305726 0.1845079 0.0924387
0.188291 0.05149144 -0.4424493
-0.156384 0.03601778 0.02581543
-0.01996839 0.1668878 0.05519009
-0.03425631 0.08953345 0.3525417
0.1081164 -0.0853731 -0.303884
-0.4591853 0.07294661 0.102109
0.1341789 0.4187613 0.1144243
-0.05511686 -0.3629289 0.2865605
synthetic_plant_41	15
0.03446168 0.2210504 -0.01002476
-0.05769333 -0.2812409 -0.3555819
-0.1293488 -0.003160417 0.1938179
0.05535358 0.2177078 0.2904865
-0.1632386 0.3857295 -0.05186543
0.3777353 -0.07198474 0.2708334
0.3362465 0.1147777 -0.1455239
0.4718133 -0.08367398 0.00554955
-0.2205735 0.04562438 0.1119382
-0.2023233 0.06630552 0.04677004
-0.1899772 -0.06157759 -0.1517639
0.2798889 0.002480686 -0.3824557
0.06223255 -0.190945 0.07117695
0.1686721 -0.2580024 0.1038058
-0.3385921 0.04457468 -0.01049766
synthetic_plant_42	11
0.431494 0.1781811 0.05203867
-0.2970181 0.2112533 0.3271702
-0.01613528 0.1034938 -0.4556786
-0.3141656 0.1856152 0.1741413
0.049676 0.1850514 -0.3151355
-0.21409 -0.4361686 -0.07721335
0.1148938 -0.1953717 0.0240398
-0.2052085 -0.1709789 -0.3621905
-0.4178368 0.006907284 0.01893759
-0.2463783 -0.1810508 0.0280906
-0.3545122 -0.07193258 -0.226292
synthetic_plant_43	7
-0.04894271 0.234106 0.3408963
-0.3129715 -0.2866709 -0.2019249
0.4544552 -0.06527442 0.03291917
0.1237282 0.3630569 -0.09743056
0.2027652 -0.4122886 0.09149265
0.01188052 -0.4679003 -0.121389
-0.03928238 0.2756822 0.2615832
synthetic_plant_44	14
0.2766543 0.2641349 0.1680039
0.3982046 0.178742 -0.0334703
-0.2873867 -0.1468851 0.02596378
0.2124442 0.1794233 -0.1742046
-0.2023611 0.09899628 0.2386245
0.2649891 0.03461695 -0.3019452
0.1687866 0.2099603 -0.1910765
-0.3338671 -0.05206722 -0.1313971
0.297644 -0.0174695 0.1902078
0.2119206 0.06618994 -0.1661682
-0.1070205 -0.3648657 -0.0313414
-0.2666237 -0.1927587 0.2360171
0.2510712 0.3418089 -0.06415251
0.1298295 -0.01248237 -0.4215648
synthetic_plant_45	8
-0.07282528 0.2882406 0.3847771
0.1898484 -0.2602867 -0.05723557
0.03972858 0.04860294 0.01902252
-0.005019933 0.3240451 -0.3595807
0.3718283 0.07665586 -0.2444629
0.3325623 -0.1604419 -0.2011132
0.02993691 0.08699775 0.1030952
0.1708741 0.4010643 -0.04880041
synthetic_plant_46	5
-0.1662782 -0.1738665 0.3938851
-0.08011761 -0.01524571 0.275642
-0.09800521 0.1330141 0.01098526
-0.02666539 -0.3039786 0.0002289414
0.2345297 0.1716825 -0.03344092
synthetic_plant_47	8
0.1543833 0.3878385 -0.04633152
-0.3048682 0.2691708 0.002275705
0.3341976 -0.1657357 -0.0439457
0.2602635 -0.2699691 0.2306446
-0.02399197 -0.2941537 0.2200821
0.03322601 0.06859529 -0.2917263
-0.2044157 -0.1418327 -0.3738838
-0.09374201 -0.325035 0.1880729
synthetic_plant_48	7
0.07088637 -0.03196537 0.3665734
0.0004836321 -0.1171046 -0.2094046
-0.276817 0.20559 -0.05993253
-0.2811926 0.3341314 0.07383543
0.03160185 0.1086527 0.4068096
0.197435 0.3126737 0.1769032
0.2938634 0.08033711 0.3610881
synthetic_plant_49	5
0.06671196 0.2985644 0.2989506
-0.2078102 0.285331 -0.2056754
-0.1249865 -0.3817534 -0.1255229
0.224357 -0.3722276 -0.1304872
-0.08601591 0.3055689 0.2182214
synthetic_plant_50	9
0.3870119 -0.2078241 -0.07265189
-0.3199865 0.03954875 -0.359473
-0.01907718 0.192693 -0.158027
0.01173061 0.3368316 0.2009866
0.443381 0.1997951 -0.1055228
-0.01571268 -0.1288674 -0.4700608
-0.08259651 0.02223784 -0.2841517
-0.3118198 -0.1573173 -0.1637174
-0.4733794 0.06010854 0.1281806
synthetic_plant_51	5
0.07485437 0.0759396 0.3252135
0.06205779 -0.1523306 0.1036518
-0.0553591 -0.1939899 -0.3330053
0.02705675 -0.2291712 0.1112719
0.3472486 -0.1520877 -0.1183048
synthetic_plant_52	10
0.3572982 0.2015918 -0.2653803
0.3647686 0.05730879 -0.1897921
-0.3534064 -0.06237575 -0.3062502
-0.3116452 -0.02933061 0.007483482
0.1636212 0.03989446 -0.05529159
-0.3896628 -0.2060056 0.07482326
0.05528027 0.06080365 -0.1141471
0.2039071 0.1709252 -0.02108088
-0.3333758 0.2824806 -0.1786934
0.2133297 -0.05823615 -0.1175986
synthetic_plant_53	13
0.2720953 -0.2168278 0.1626552
-0.03422481 -0.1117848 0.1147795
0.03708738 0.3477804 -0.2058222
0.3586162 -0.02713621 -0.2574296
0.05842757 0.1768335 0.271902
0.02271515 0.3935609 0.1066448
0.06618267 0.4129949 -0.1590792
0.18022 -0.3579583 -0.01669845
0.1384142 -0.01509175 -0.1186109
0.05640584 0.05301178 0.04036975
0.3345755 0.29556 0.1092495
0.2271886 0.05530947 -0.4276271
0.2924412 -0.1122392 0.1957933
synthetic_plant_54	14
0.2779934 0.3115777 -0.1842371
-0.2983568 0.2650614 -0.04915503
-0.02026615 -0.3098539 -0.2979415
-0.3095951 -0.343305 -0.06535175
-0.01396695 -0.2190173 -0.07333097
-0.3531486 -0.1744228 0.04907429
-0.3677918 -0.124849 -0.04746547
0.226582 -0.4226498 0.09174681
-0.1250583 0.2835735 -0.03986922
0.2756504 0.06339735 0.1954664
-0.3260291 -0.1947677 0.245456
-0.2232344 0.01060969 0.3736389
0.05632806 -0.1650853 -0.03112477
0.01544172 0.07448864 0.1895242
synthetic_plant_55	6
-0.006548196 -0.3756961 0.02595276
0.4687211 0.09416682 0.1018718
0.08206904 0.01381749 0.441561
-0.2207578 0.2407102 0.274008
-0.01797011 -0.0218561 0.1258621
-0.0986287 0.3480442 0.1712892
synthetic_plant_56	12
-0.1019662 -0.04536349 0.2874969
-0.2432514 0.1614912 0.3018504
-0.1402748 -0.2663689 0.19323
-0.1734187 -0.1424296 -0.2710002
-0.4184934 0.1025268 0.06067425
-0.3905087 -0.2391939 0.104072
-0.279129 -0.2629314 0.07051706
-0.2908747 0.2378181 0.2992705
0.3342373 -0.01967618 0.1164269
0.1013336 0.1438527 -0.2517524
0.03953153 0.321159 -0.1159112
0.4000115 0.2536159 0.1280734
synthetic_plant_57	14
0.366645 -0.1838575 0.1101695
-0.0357644 0.09406042 0.03159589
0.1478035 -0.0705851 -0.224398
0.1281882 0.1695027 -0.4516799
0.1889734 0.1914809 0.05268276
-0.361724 0.1108941 -0.01410636
0.08512229 -0.2599248 -0.3542356
-0.217904 0.1537136 -0.3530069
-0.05352554 0.3758078 -0.2381191
-0.196052 -0.009496838 0.05371714
-0.04479513 -0.4210168 -0.2383698
-0.1381318 0.2990195 0.322368
-0.151865 -0.219706 0.3108636
-0.08846843 0.4584457 -0.05937791
synthetic_plant_58	14
-0.4210339 -0.169298 0.1015114
-0.3111876 0.2417986 -0.1112344
-0.2723771 -0.0127756 0.3721876
-0.05408326 0.2729556 0.4039429
0.2473135 0.10375 -0.03845367
0.04256058 -0.09211379 -0.1282178
-0.2216015 -0.3910839 -0.05796468
0.2300965 0.147392 0.09199709
0.2274779 -0.1022466 0.4255151
0.136769 -0.02502239 -0.1156748
0.2493404 -0.07436654 0.2608657
-0.1726006 -0.06617004 -0.1938282
-0.2754917 0.03922564 0.265316
-0.2054177 0.1064395 -0.4003805
synthetic_plant_59	7
-0.3319003 0.01930135 0.2179698
0.2266692 0.1080799 0.2147621
0.254976 -0.1884216 -0.2415283
-0.2856494 0.04568362 0.140351
-0.4255095 0.1135975 0.1343457
-0.4121542 -0.06078771 0.08291858
-0.1213326 0.03477204 0.3855995
synthetic_plant_60	13
0.119108 -0.4036213 0.02892989
-0.09980276 -0.1930182 0.3756163
0.09544253 -0.03309563 0.2050285
0.3207176 0.2219881 -0.246029
0.005694568 -0.3628877 -0.2583981
0.2641823 0.3092292 0.05060738
-0.2993847 -0.02948189 -0.1081857
-0.2115245 -0.003073305 -0.4366052
0.3330423 -0.1312253 -0.007561386
-0.379651 0.145629 -0.0837929
-0.2758587 -0.03913489 -0.3433291
-0.1261202 0.152145 -0.2064866
-0.01195624 -0.1923252 0.2150994
synthetic_plant_61	10
-0.2722508 0.1599796 -0.1569012
-0.2169022 -0.0338797 -0.248804
0.0552724 0.2913432 0.3959689
-0.2028844 0.4163716 -0.08541432
0.3191764 -0.2247991 0.1869042
0.40328 0.1883316 0.05830401
0.001397371 0.07900697 -0.4411423
-0.4548495 -0.08523381 -0.06905469
-0.1031098 -0.1416484 0.298798
0.02846801 0.1395789 0.05404061
synthetic_plant_62	5
0.05012023 -0.4097706 -0.2074606
-0.2147669 -0.4111192 -0.07543793
-0.04935744 -0.08042917 0.3846651
-0.06201932 -0.412089 0.1804919
-0.3764187 -0.01208171 -0.1186025
synthetic_plant_63	12
0.06275135 -0.1769342 -0.2071783
0.3433468 0.005364418 -0.1182722
-0.2022026 -0.009726614 -0.09732789
-0.09918985 -0.08995757 0.2361209
0.1815029 0.3057877 -0.234958
0.1909249 0.04450816 0.3164415
-0.09677812 -0.0412392 0.2560554
0.1476603 -0.3552823 0.2355691
-0.01755664 -0.4154378 0.06154424
-0.3570431 0.1383787 -0.1955297
-0.2104304 -0.2411377 0.03466064
-0.04455987 -0.1731457 0.4077111
synthetic_plant_64	9
0.1970772 -0.1070823 0.1011959
-0.0682627 -0.1854444 -0.3306614
-0.245333 -0.3135322 0.1078996
0.1394254 0.4199001 0.1441961
0.09175384 0.1680255 0.005894542
-0.09008694 -0.2348381 0.4188147
0.245324 -0.4138999 -0.006984055
0.07679218 -0.02692038 -0.3179242
0.4264148 0.08844578 0.1097556
synthetic_plant_65	5
0.31475 -0.2284803 -0.140148
0.06200719 0.09776443 0.2550933
-0.03848967 0.3196971 0.02731627
-0.110108 0.3212898 -0.194413
-0.1544079 -0.1730208 0.2405978
synthetic_plant_66	6
-0.2675378 0.2724312 0.1899086
-0.1540357 0.319814 0.05090326
-0.4243758 0.01874733 -0.185576
0.400945 0.04235905 -0.2297352
0.1493804 0.1569198 -0.1512455
-0.04159617 0.1124867 -0.08774874
synthetic_plant_67	8
0.1143992 0.3586111 0.1070722
0.268278 0.1488695 0.3672088
0.08293027 -0.4016779 0.2162484
0.2561077 -0.2807589 0.2036086
-0.0793328 -0.2188012 -0.1494109
-0.3747081 -0.2182423 -0.2233085
0.3094173 0.01014167 -0.2803489
-0.05315191 0.01544356 0.03365189
synthetic_plant_68	15
-0.1346057 -0.01883104 -0.3988955
0.2407216 0.004722595 0.08626431
0.01291686 0.460296 -0.1624843
0.3781394 0.2014354 0.1688834
-0.07849142 -0.2235582 0.3523978
-0.279795 -0.1455282 0.3497043
-0.04184487 0.333411 -0.322236
-0.3731063 0.1169015 0.04028922
-0.3908642 0.1837841 0.2134848
-0.3569636 0.1228976 -0.2391994
0.05988616 -0.3349658 0.05553705
0.3245008 0.2490891 -0.0711557
0.317684 0.07201564 -0.2125272
0.2173386 0.01101065 0.3121701
0.1386864 0.2060204 0.1617154
synthetic_plant_69	6
0.08086348 0.05768263 -0.1105306
0.2141531 0.03428864 0.4305612
0.01316524 -0.3084232 0.1623055
0.4348928 0.01429224 -0.164079
